Ulasan,label_sentimen
barang sesuai pesan ukuranya pas bahan halus adem,positive
kualitas totalitas batas mantaapp,positive
bagi leher cepat longar,positive
syukur sesuai descipsi,positive
bahan tipis gampang bulu putih2 baru beberapa kali pakai melar samping panjang baju malah susut kayak,neutral
mohon maaf dasi tidak rapiato tidak centerperlu baik,positive
jahitanya kurang rapi,neutral
barang bagus suka,positive
sayang banget beli slim fit stretch datengnya slim straight cut mana pencet selesai g komplain deh kecewa sih,positive
bagus,positive
bahan tipis,neutral
lambat kirim nya,negative
bentuk kerah baju beda gambar lebih luar wanita,neutral
respon cepat kirim cepat bahan kaos nyaman sesuai deskripsi baik,positive
ukuranya pas tinggi badan 160 170 cuma berat badan 80 kg,neutral
semua segi entah bahansablon desaindan packing bagus puas,positive
kirim lambat,negative
bagi paha tidak ketat sangat longgar nyaman baru coba pakai cuci lubang yah tidak tau bahan tidak tau produk 190rb pakai 2 menit tidak pakai,positive
kain nya tebel pakai nyaman adem,positive
barang datang tidak sesuai deskripsi ukuranya nya lebih besar,positive
sedikit kecewa barang datang tidak sesuai order order lengan panjang yang datang malah lengan pendek kali kalau lebih teliti iya cek belum kirim,negative
oke kirim lama pertama jadi tidak langsung review buka pesan warna apa model apa datang model apa masih tuju ganti rating di respon seller mau tukar warna,positive
baru pakai bulan semua sisi kantong mulai lubang lubang parah deh kualitas prasangka harga segitu paling tidak harus jahit kuat,negative
ukuranya pas,neutral
layan bahan baik overall sesuai harga 69 ribu saya beli,positive
bahan kurang bagus,neutral
tipe bahan panas jahitanya tidak rapi,negative
bahan cocok pakai daerah sedikit dingin pakai kain 16s,positive
model keren diskon mantap,positive
baik sekali,positive
ukuranya pas,neutral
jahitanya kurang rapi ada sisa benang habis konveksi segera benah,neutral
kualitas desain sudah beli sbl nya sini bonus sisir respon,positive
produk bahan bagus nyaman pakai,positive
ukuranya terlalu besar respon jual lama,positive
ukuranya pas sablon punya,neutral
model bagus kirim cepat cocok badan,positive
sablon murah ukuranya tidak stabil antar kaos lain,negative
keren kualitas bagus bahas bagus model nya,positive
order hari minggu selasa kirim kamis baru hasil dipickup kurir jumat barang baru terima,neutral
bahan bagus jahitanya rapi kali mau beli sini,positive
maaf ekspektasi agak tinggi hoodie toko dapat diamond 3 harga segitu bahan biasa banget ukuranya xl seperti tidak sesuai standard lengan ngatung mohon maaf seller harus kasih bintang 2 karena jaket mungkin harga tidak mahal ini terima kasih,positive
salah warna kak pesan warna hitam datang warna biru,negative
bahan tipis tidak adem,neutral
ukuranya terlalu besar terlalu panjang,positive
kantong celana kurang,negative
mantap ukuranya pas bahan adem sesuai ekspetasi,positive
tidak sesuai gambar,negative
tipe bahan panas jahitanya tidak rapi,negative
ukuranya terlalu besar tinggi badan 160 170 cuma berat badan 60 kg,positive
nice,neutral
pesan motif sesuai gambar ditanyain kata ready sesuai gambar kirim motif yang beda sama sekali lihat direview2 beli sama kasus sangat kecewa servicenya admin nipu,negative
kaos mantap,positive
bagi depan kaos beberapa lubang lubang lubang sangat lihat bahan kaos tipis harga gin,neutral
nice,neutral
ukuranya pas,neutral
bahan panas,neutral
ukuranya pas ukuranya terlalu besar tinggi badan 180 cuma berat badan 80 kg,positive
kualitas mantull mantaaapp betulll,positive
good,neutral
barang,neutral
kirim lama terus datang beda warna kirim yang pes untung bahan enak bagus,positive
kualitas bahanya tipis banget tidak sesuai harap,negative
motif tidak sesuai pesan ganti pemberitahuan sengaja pesan motif karena memang perlu malah jadi tidak pakai,negative
barang tidak sesuai,negative
ukuranya pas berat badan 71 80 kg tinggi badan 160 170 cuma,neutral
foto produk tidak seperti lingkar pas kirim kok iya,negative
sablon gambar kes asal tempel sekali cuci mulai ngelupas,neutral
kualitas barang standar,neutral
barang kualitas bagus tidak kecewa,positive
bahan panas,neutral
kecewa bahan melar jadi kecil banget pas pinggang kantong tidak sesuai padahal tanya beberapa kali belum order,negative
bahan sama harga kurang,negative
tidak engeh kalau sobekanbolong dekat kantong potong pinggang sudah lanjur cuci,neutral
bagus ukuranya pas,positive
motif tidak sesuai pesan ganti pemberitahuan sengaja pesan motif karena memang perlu malah jadi tidak pakai,negative
ukuranya pas,neutral
jahitanya label tidak kuat baru hari pakai benang mulai lepas padahal cuci,negative
pesan teman padahal sekali pesan 3 pernah abang beli dasi bagus sini looks good prasangka produk lainmya sama inti jahitanya tidak rapi panjang kaki kurang padahal under 170 nomor tidak sesuai chart tidak worth the price,neutral
kurang layak kalau bilang premium cuci hatihati sekali jemur bawah naung langsung kusam warna kerah baru pakai sekali sudah mulai molor,negative
barang terima kondisi baik sesuai deskripsi,positive
mantap pas ukuranya 32 cocok saya,positive
jelek bahan tipis tidak sesuai sama gambar jlsx kecewa,negative
kebesaren,neutral
salah kirim 2 kali order malas kirim balik,negative
ukuranya kurang pas,negative
bahan kuningan lihat murah sangat beda gambar,positive
pesan ukuranya m info tokopedia ukuranya m ld 50 ukur kaos ld nya 525 jadi besar,positive
warna tidak sesuai ekspetasi,negative
ukuranya pas,neutral
sesuai harap jayamakasih nyaman pakepas sama ukuranya kepala,positive
kata ukuranya s tara ukuranya 2729 biasa pakai ukuranya 28 masih longgar yang kata tara ukuranya 2729 tidak muat pakai,negative
pesan ukuranya 31 pas coba nyata ukuranya 34,neutral
kain asa panas kulit bahan kualitas rendah sangat tidak worth it beli harga segitu,negative
ukuranya pas,neutral
barang tidak komplit proses lama jadi barang terima chat responya suruh resolusi dan resolusi no solusi jadi saya nyumbang duit 300rban sama transport,negative
cantol dagu tidak,neutral
bahan bagus tidak cacat cuma panjang untuk,positive
kirim lama respon jual tidak jawab bahan tipis sablon tidak sesuai gambar jernih bagus kirim tipis jelek bagus merek dengan harga sama lama beli tokopedia cuma toko yang kecewa,negative
top rekomendasi,positive
bagus bahan adem ukuranya pas sesuai ukuranya,positive
fitting low rise nyata kualitas jahitanya finishing lebih baik froyemul sih,positive
ukuranya pas tinggi badan 171 180 cuma berat badan 60 70 kg,neutral
ukuranya pas,neutral
kirim lama bahan biasa cukup sekali saja tinggi badan 171 180 cuma berat badan 60 70 kg,positive
kirim cepat barang sesuai ekspektasi kualitas sesuai ukuranya l pas 175cm 80kg,positive
beli 2 kaos ukuranya m warna navy heather charcoal bahan kok bedanavy heather 50cotton 50 polyester warna charcoal 100 cotton tekstur kain navy heather lebih bagus nyaman pakai banding warna charcoal lebar warna charcoal lebih besar sedikit warna navy,positive
cap topi tidak imbang miring barang sedikit bau pas,negative
puasssss banget,positive
kayak tidak niat jual jahitanya ngasal ngasal benang kemanamana baru pakai jahitanya resleting lepas kancing celana harus bolongin sendiri kayak kualitas kontrol apa iya asal jadi itu celana,neutral
barang nya kotor banyak benang2 hitam nyangkut dalam nya,negative
ukuranya pas tinggi badan 160 170 cuma,neutral
proses lama padahal sesuai syarat bisa kirim hr sama barang tidak sesuai packaging tidak rakit,neutral
ukuranya pas,neutral
produk lumayan telah cuci baru liat susut jadi model skinny hahaa,positive
bagus gambar,positive
baru pertama kali sih jadi barang tidak sesuai deskripsi biasa selalu puas sama hoc barang terima beda yang pes moga tidak jadi depan biar tidak kecewa konsumen,neutral
tidak rekomendasi seller proses lambat order hari jumat barang baru kirim selasa sore itu tunggu komplain kali kali respons seller hanya balas chat sesuai template saya aju batal baru barang kirim kes seller cuma mau duit nya tapi layan jauh kata profesional,neutral
sedikit lambat respon nya beli butuh kan layan baik,positive
ukuranya pas,neutral
bahan nyaman kecil masih nyaman bahan stretch,positive
ukuranya pas,neutral
ukuranya tidak sesuai gambar ukuranya 34 lebar pinggang 46cm nyata 41 cuma,negative
tipis banget bahan kalau pakai bawa tablet ultrabook charger baik kalau lebih berat itu tidak yakin deh tahan lama,negative
ukuranya chart nya nyata lebih besar ukuranya standar indonesia yahe retur tidak kakak,positive
bahan nya tidak sama versi kaos tangan pendek lebih jelek gerah,negative
ukuranya pas,neutral
tidak jelas sistem kirim 3 hari mesan,negative
nge chat admin kayak nge chat bot system,neutral
original bagus cepat,positive
nice,neutral
ukuranya terlalu besar,positive
ukuranya terlalu kecil tinggi badan 160 170 cuma berat badan 60 70 kg tidak setebal saya kira,negative
nyaman sekali pakai jadi ingat masa masa sama pakai baju brand,positive
bahan nyaman adem tidak rugi harga 89k,positive
memang sih 70 ribu ini kaya barang 15 ribu frame kecil pakai tidak simetris nyesel banget,positive
keren sih cuma qualitynya kurang worth it,positive
ukuranya pas banget untung karet wokwokwok,neutral
harga kualitas tidak worth it,neutral
bahan panas,neutral
barang tidak sama gambar,neutral
good,neutral
barang banyak benang lebih kaya tidak sih tambah bahan liat tembus,positive
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg,neutral
bahan tipis tidak produk lama,negative
ukuranya pas,neutral
barang sampai model keren mantulllllll,positive
area paha kecil,neutral
baju ukuranya pas untuk celanannya ukuranya kecil saran kalau celana baik pakai ukuranya angka jangan huruf jdnya kurang tepat ukuranya,positive
kirim tidak sesuai warna,negative
beli dua kualitas bahan malah turun foto kantong saku barang tidak mau tuker rugi ongkir rumit iya sudah kappok,negative
bagus celana,positive
bukan barang original kualitas tidak rekomendasi,neutral
seller tidak kompromi cuma mau ganti ukuranya tidak dibolehin padahal cuma malas sellernya tidak mau rumit beli banyak tidak bonus apaapa stiker satu biji tidak beda sama toko belah,negative
model keren jahitanya rapi enak pakai,positive
harga kualitas kurang cocok,negative
mohon maaf belum bahan kain tipis dipakenya tidak nyaman banget kasar gitu kain dalem padahal cuci ukuranya tidak sesuai panjang celana lebih pendek lingkar lebih kecil padahal harga cukup mahal 160rb kualitas kaya chino pasar itu kecewa sama brand lokal ini padahal review rata positif,negative
lem copot overprice kualitas bahan ini,neutral
ukuranya l nya tidak sesuai sempit nya biasa l umum masuk itu m saya tidak pakai,negative
keren barang nya sesuai sangat suka bahan tampil nya wort it buat harga segitu tidak nyesel kali bakal cekout,positive
bahan kasar,negative
mantap,positive
bahan panas,neutral
respon cepat kirim cepat barang rapi kualitas,positive
good,neutral
tidak pernah nyesel kalau beli sini,neutral
dua xl ukuranya charcoal jauh lebih besar dituker tidak iya,positive
salah kirim,negative
bagus sih vest pertama model keren dua kantong banyak tiga bahan kualitas overall cakep,positive
kirim sesuai pesan ukuranya pas nyaman pakai,positive
saku lubang tembus kanan kiri terlalu tipis,negative
kirim lambat tidak sesuai pilih jadwal tera admin tanya jawab tidak singkron tanya,negative
ukuranya pas bagus,positive
model tidak sesuai pesan kondisi buruk cat banyak kelupas,negative
barang kualiatasnya sangat buruk sepatu sangat tidak cermin produksi laku kualitas kontrol baik tidak jahit begitu kulit sintetis sangat biasa kerut sepatu pada foto harga mahal tidak jamin kualitas produk guys hati2 seperti jahit asal asal bahan lihat sangat jelek,negative
bahan tipis pakai sleting jebol pengerjaanya asal jadi tidak tau kualitas kontrol tidak,neutral
bahan enak warna bagus,positive
resletingnya hari pertama langsung rusak,negative
pas tb 160an bb 60,neutral
ukuranya pas tinggi badan 180 cuma berat badan 60 70 kg,neutral
bahan tipis tidak sesuai harga,negative
mesen 3 dateng 2 tanggung jawab yah,neutral
ukuranya pas,neutral
ukuranya pas panjang celana pas,neutral
barang cepat bahan nyaman sesuai,positive
ukuranya pas good job,neutral
kancing celana lepas padahal pakai,neutral
jahitanya rapih bahan tipis,neutral
soal kualitas brand tidak perlu ragu bahan tebal nyaman tidak buat gerah barang kirim sesuai gambar pesan,neutral
kualitas bahan bagus harga promo lumayan sesuai kualitas,positive
keren asli mantap ukuranya pas,positive
keren ukuranya pas,positive
kualitas bahan buat gerah tidak nyaman gampang melar,negative
kualitas kurang,negative
ukuranya sesuai sip,positive
bahan kasar banget apa ini warna putih jauh baik premium cotton walaupun lebih murah lebih bagus coba pakai telah cuci masih kasar,positive
barang rejek bagi depan kanan tidak tempat ikat pinggang,neutral
barang jahitanya bagus,positive
lumayan,positive
kurang bagus kalah sama harga 20 ribu,negative
model tidak sesuai,negative
ukuranya pas,neutral
dapat barang reject kirim cukup cepat bahan pakai bagus apes banget dapat tidak lolos kualitas kontrol gin perhati belum kirim,neutral
tjakep ukuranya pas,neutral
bahan tidak lembut kaku,negative
warna salah model salah seller kurang bertaggungjawab,negative
jahit rapi model keren ukuranya sesuai bahan kuat,positive
ukuranya terlalu kecil berat badan 71 80 kg,negative
bahan bagus banget,positive
bahan sih enak adem halus kualitas jahit kurang bagus,positive
rada gerah tidak stretchy,negative
good,neutral
bahan ukurang pas,neutral
jahitanya belakang dasi yang lepas,neutral
ukuranya lebih sdkit ukrn 31 yang pesan saya terima ukrn 32,neutral
bahan toppp,positive
ukuranya pas,neutral
barang terima kondisi baik sesuai deskripsi,positive
ukuranya terlalu kecil berat badan 60 kg,negative
topi nya keren,positive
overall oke bahan bagus tidak panas nyaman pakai,positive
mantap,positive
harga sama barang tidak sesuai harap barang biasa dari mulai kancing celana jahitanya tidak rapi sleting celana biasa cukup sekali saja beli toko,neutral
baru pakai satu kali ada tengah hari pakai pakai normal dapat hadiah kantong kiri kanan belakang lubang mahal kualitas barang buruk,negative
nyaman pakai model keren ringan pakai kurir tumben lama kali bandung bekas 7 hari lain lem jahitanya rapi ukuranya pas kaki,neutral
model sesuai ekspetasi mantap,positive
ukuranya pas berat badan 80 kg tinggi badan 180 cuma,neutral
oke barang sesuai pesan,positive
cakep,neutral
cepat banget rusak baru hari pakai robek jahitanya,neutral
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg,neutral
b nyata barang bagus d foto tidak sesuai,positive
bagus,positive
pas badan tinggi 163 bb 55 ukuranya s,positive
bahan enak bagus pas saya tb 180 cuma bb 78kg,positive
worst chino you can get jahitanya beranta,neutral
bahan bagus tambah bila ukuranya tidak cocok mudah laku tukar ukuranya,positive
resleting rusak tetap kirim memang sih seller mau tukar barang saya milih tidak tukar harus review bintang 5 saya rugi waktu ongkir mulangin barang tidak lulus kualitas kontrol tetap kirim,negative
jelas cuma varian hitam di kirim warna hadeuuuuhhhh sangat tidak sesuai,positive
repot lubang kancing tidak dibolongin tidak kembali saya tidak sempat video unboxing brand mau informasi ada nama kualitas kontrol,negative
bagus,positive
produk sih kualitas cukup baik ukuranya sesuai,positive
overall bagus,positive
sedikit cacat benang kluar kurang rapih jahitanya nya,negative
keren boss,positive
kancing beda model fotoleher terlalu sempit tidak kancing,neutral
pesan apa datang apa mau complain malas takut lama,negative
bahan nya tida sesuai sama gambar di gambar dalem nya handuk,positive
pas ngeplak badan terimakasih,neutral
ukuranya pas,neutral
bahan cermin harga tingkat iya,neutral
produk sesuai mantap kirim cepat tepat thanks,positive
kirim lama hari order besok baru kirim padahal order nya pagi belum order chatt dulu bwt pasti brang ready kirim hari sama,negative
bahan tipis,neutral
bahan bagus jahitanya rapi,positive
bintang bicara seperti seller sangat untung,neutral
beli 2 mantap lah asli,positive
pesan 3 celana nyata bahan kurang bagus baru pakai nyata jahit lepas tidak rapi pula kantong ikut jahit seperti tidak kualitas kontrol dlpengiriman lama,negative
bahan kurang tebal bagi bulu tempel kaos,negative
pengimiriman cepat hari sama langsung dkirm bahan ringan enak pakai,positive
t 174 ukuranya l terlalu kecil,negative
pesan terima proses request pick up nya lalu beberapa purnama lama sekali,negative
celana chinonya terima mlm kondisi baik mlm tidur pas kurir dtng,positive
kualitas barang lah saja produk tidak sesuai deskripsi kantong tempel bukan kantong bobok jahitanya kurang rapih,negative
semua sukses terus toko,positive
ukuranya pas,neutral
cuttingannya jelek tiap baju beda2,negative
bahan tidak terlalu tebal,neutral
itu bukan slimfit nama padahal ukuranya 31 celana kain stretch bukan slim fit,neutral
bahan lembut nyaman,positive
model bagus bahan nyaman suka banget,positive
barang bagus banyakin promonya,positive
beli topi dua sangat kecewa barang kirim beda tidak sesuai ekpedisi lama packing penyok barang topi jadi nyak penyok lecek,negative
sekian kali ro baru kali ukuranya tidak pas haha beli ukuranya 34 besar beli ukuranya 33 ngepas ukuranya binggung,positive
model cocok ukuranya xl buat bb 70 an tidak sesak tidak longgar ukuranya xl nyaman pakai ukuranya pas,positive
barang sesuai deskripsi,positive
tidak bad,neutral
bagus,positive
ukuranya l pas 175cm 80kg alias baik rekomendasi,positive
bahan kurang bagus melar,neutral
layan konsumen sangat kurang,negative
ukuranya pas tinggi badan 160 170 cuma berat badan 80 kg,neutral
bahan adem melar jahitanya rapi tinggi badan 172cm bb 71kg pas ukuranya 33,positive
barang bagus ukuranya pas kirim cepat,positive
bintang 2 buat proses nya lambat pakai ongkos biaya kirim yes lebih mahal harus 1 hari nya jadi 5 hari kepentok libur kalau lebih cepat proses harus 1 hari sampai sudah bayar biaya kirim mahal terima lebih waktu kirim reguler bahan nya bagus adem ukuranya pas banget mau beli tapi tidak mau dekat dekat libur waktu lama proses kirim barang nya,positive
kualitas bahan kain nyaman keren,positive
beli 2pcs sport grey navy sorry banget sama2 sz m beda lebar bagaimana tidak konsisten,neutral
2 kali cuci cepat luntur abu nya ubah warna kocak ckckckck,positive
ngepas sama bagus banget bakal order warna laennn,positive
bagi selangkang sempit,neutral
beberapa kali beli ankle pants sini selalu cocok puas,positive
bahan tipis,neutral
pesan motif sesuai gambar ditanyain kata ready sesuai gambar kirim motif lihat direview2 beli sama kasus sangat kecewa servicenya admin nipu apa susah bilang tidak tawar motif sesuai stok,negative
jahitanya cuttingan jelek kasar banget kapok beli,negative
baru unboxing mau cobakancingnya langsung lepasterpaksa ngejait buat masang kancing ukuranya tidak sesuaiharus naik 12 ukuranya kalau mau aman,positive
ukuranya pas jahit rapih next order warna,neutral
bahan lembut,positive
bahan terlalu tipis,negative
terima copot,neutral
bahan nya kasar,negative
ukuranya terlalu kecil,negative
bahan banget ukuranya pas,neutral
good,neutral
ukuranya sesuai,positive
bahan enak pakai sama ukuranya sesuai mantapsss,positive
kualitas jahit jelek banget karena darurat besok mau pakai yauda lah padahal belum beli sini bagus banget finishingnya,neutral
sangat slimfit saran pilih 1 ukuranya atas,neutral
ukuranya pas,neutral
warna tidak sama foto aju komplain tukar warna sesuai malah kembali dana orang mau acara jadi laba buang2 waktu uang kalau mmg tidak warna iya matiin lah skunya,positive
ukuranya pas,neutral
sekali sablon nya ampun parah lur liat kusam,negative
mantap betul,positive
ukuranya pas,neutral
nyaman pakai good,positive
pelit sama plastik beli 4pcs cuma kasih 1 plastik,negative
kebesaraann pernah order nomor sama 36 pas sekarang besar panjang kecewa,neutral
model keren bahan tebel enak,positive
baru pertama pakai langsung kulit kelupas,neutral
barang tidak sesuai pesan,negative
keren,positive
bahan dalam kayak macam jaring gitu tidak langsung bahan jaket jadi lebih nyaman pakai tidak terlalu tipis,positive
maaf bintang 3 lubang lem nya tidak rapat,neutral
oke mantap barang,positive
bahan bagus cocok pinggang,positive
ukuranya terlalu besar,positive
selalu keren bahan enak moga harga tidak naik tetap ekonomis,positive
produk tidak bersih salah kirim warna,negative
proses cepat kirim cepat kualitas barang lumayan,positive
terima baik respon cepat bagus servicenya,positive
ukuranya terlalu kecil prasangka xl besar,neutral
ukuranya terlalu kecil,negative
bahan kurang elastis stretnya kurang,negative
material finishing bagus ukuranya sangat sesuai lingkar kepala 54 cuma posisi standar rekomendasi seller,positive
great,neutral
kaya gores ban ikat ujung sabuk nya cuma satu nya 2,positive
ukuranya pas,neutral
model pas bahan tebel halus enak banget pakai tidak gampang melar pokok bagus banget itu,positive
cufflinks nya gada box nya kosong,neutral
ukuranya pas tinggi badan 160 170 cuma,neutral
ukuranya pas bahan nya nyaman kualitas baik kelas nya terimakasih iya kakak,positive
beda sedikit kemeja putih lengan panjang kancing baju bukan hitam putih polos,neutral
barang cakep,neutral
serius tidak salah judul iya bingung konsep jaket parka kok tipis banget iya dekat arah kemeja jadi jahitanya kurang rapih iya jahitanya standard sekali harga 220 ribu pun semi parka judul tidak parka sama sekali sih kecewa sih cuma yaudah lah hitung hitung ajar sekali beli sini beli 2 barang entah kok iya kualitas wanita jahitanya parah banget benang mana jahitanya hampir lepas duhh mau foto malas jadi entah iya kualitas bahan jahitanya kaya tara jaket 5080 ribu,negative
good material jahitanya rapihhh banget,neutral
guna cukup sulit adjustment garternya kurang mudah,positive
top keren,positive
warna luntur,neutral
dengan harga 150k jelek banget sih itu packing rusak jahitanya kancing lepas2 hadeeh scam,negative
2 kali beli sini memang mantap bahan,positive
ukuranya terlalu kecil,negative
banyak jahitanya kurang rapi terus proses kirim lamaaa banget padahal next day,negative
ukuranya pas kepala bahan material bagus model klasik karena kirim mungkin jadi bagi bawah lihat tonjol perlu setrika mungkin iya,positive
puas kualitas mantap,positive
pakai celana jeans ukuranya 33 pesan ukuranya 34 nyata kecil bahkan tidak muat bahan celana sesuai harga,positive
ukuranya pas,neutral
model keren bahan bagus enak dipakainyatinggi badan 160 170 cuma ukuranya pas,positive
beli celana 3x semua sellau masalah zipper bahkan today hari pakai zipper copot,negative
ukuranya nya gede biasa pakai xl muat malah besar,positive
tidak sesuai chart ukuranya badan pilih sesuai chart kecil 1 nomor lebih lalu juga kurang paham panjang kaki atas mata kaki bagaimana padahal tinggi bawah 170 bagaimana orang normal iya lastly jahitanya sangat tidak rapih harga gin beli 3 padahal kalau dasi segala macam bagus banget hoc,positive
packing aman kirim cepat barang sesuai kualitas tidak abal abal,positive
bahan tipis,neutral
sesuai pesan kondisi barang terikasih,positive
lumayan deh walaupun beda foto produk pakai model bagi kantong foto polos real nya label nya makasih,positive
baju sesuai pesan suka sekali bahan adem,positive
overall good lah,neutral
ukuranya pas,neutral
bahan nya oke buat harga nya,positive
celana,neutral
bahan enak baik tidak panas,positive
bahan bagus enak,positive
ukuranya pas,neutral
keren,positive
bagus bangettt kirim hadiah lebaran kemaren,positive
lambat respons bahan,negative
review jujur produk ada benang2 baru konveksi kurang rapih packing tidak satu2 langsung jadi beberapa plastik besar moga tingkat dalam kualitas kontrol nya jangan ramai jadi asal kirim yang kaos polos langgan jadi kecewa,positive
ukuranya pas tinggi badan 160 170 cuma berat badan 71 80 kg,neutral
good ukuranya pas,neutral
sablon kurang bagus,neutral
bahan sih,neutral
sesuai harga lah,positive
bahan tipis tidak kaya baju keluar dulu,negative
d kirim beda warna,neutral
nice banget,neutral
kirim asal bungkus kaos kaki tidak masuk dus dus penyok jika kasih orang tidak layak kaos kaki tidak logo merek nya jadi liat sperti sama kaos kaki biasa,negative
bagus kotak aman tidak penyok sampai bahan bagus,positive
sempit ukuranya 36,neutral
tipis,neutral
mantap,positive
soal ukuranya ukuranya putih l sangat tidak sesuai ukuranya deskripsi sangat lebih besarlihat foto 2 ukuranya sama putih l navy l bahan putih lebih tipis navy,negative
barang bagus oke,positive
barang kualitas tidak bagus,negative
warna bahan nya bagus banget jujur bingung mau model bagaimana,positive
jaket terima baik aman terimakasih,positive
ukuranya pas tinggi badan 160 cuma bahan bagus,positive
ukuranya pas bahan jahitanya oke moga awet,positive
kirim sangat sangat sangat lama packing alakadar kardus penyok semua,negative
syukur barang terima kondisi baik moga berkah semua moga allahumma moga,positive
ukuranya tidak sesuai yang pasar,negative
terimakasih,neutral
bahan tidak nyaman kasar panas,negative
bagus banget untuk harga gin bahan nyaman banget pakai ukuranya pas terima kasih next bakal belanja sini,positive
rekomendasi seller,neutral
jahit kriting bagi kantong belakang,neutral
ukuranya label tidak sesuai besar pakai xl kok m padahal lama pakai brand,neutral
minta proses refund toko aplikasi tokopedia minta selesai dulu jangan komplain by aplikasi alas komplain tidak double okay turut barang toko ini dana refund belum di proses sementara kasih bintang 1 sampai dana kembali di tidak jamin apa apa terima kasih,positive
sablon nya kualitas jelek baru satu kali cuci sablon kelupas,negative
ukuranya pas,neutral
gila sih sungguh sangat keren bahan kain bagus tebal bordir sangat rapi ada bitang 10 akan kasih 10 orang tinggi 165 berat 55 ukuranya s pas banget sangat rekomendasi,positive
lubang kancing tutup ukuranya pas bahan bagus kurang kancing tutup jadi tidak langsung guna,neutral
ukuranya pas bahan halus adem pokok bagus,positive
sablon nya tidak bagus,negative
ukuranya pas,neutral
review jujur produk ada benang2 baru konveksi kurang rapih packing tidak satu2 langsung jadi beberapa plastik besar moga tingkat dalam kualitas kontrol nya jangan ramai jadi asal kirim yang kaos polos langgan jadi kecewa,positive
ukuranya terlalu besar tinggi badan 160 170 cuma ukuranya terlalu kecil ukuranya pas,positive
thanks you atas produk iya good,neutral
tidak sesuai gambar kepala sabuk sabuk gambar 2 sisi jahitanya,negative
keren bolak balik,positive
ukuranya pas berat badan 80 kg tinggi badan 171 180 cuma,neutral
kalau lumayan sesuai harga lah bahan kualitas nya thanks kakak,positive
kurang suka sini padahal official store iya ko layan superrrr lambat banget mohon min baik layan juga nyaman sama,positive
bagus,positive
keren kawan baju adem,positive
ukuranya pas,neutral
barang sampai tepat waktu bagus,positive
katingannya bagus banget ukuranya pas,positive
mantap lah,positive
model bagus sayang ukuranya 32 asa 34 deskripsi suruh nambahin satu nomer ukuranya malah nomer ukuranya bukan celana dibandrol sering salah kasih nomer celanabtw aku ukuranya 31 celana tidak pakai terus benang lingkar kaki tidak jahit sad,positive
ukuranya pas tinggi badan 160 170 cuma semua pas sesuai terimakasih,positive
tipis banget,negative
barang terima baik sip lah pokok,positive
yang dateng lebih warna hitam biru gelap,negative
sering beli celana sini tidak pernah kecewa kirim cepat banget tahan layan,positive
ukuranya m nya tidak 50 x 70 52 x 72 jadi besar,positive
warna tidak sesuai mesan,negative
bahan nya kasar nya halus tidak nyerap keringat bahan panas,neutral
mantap nyaman pakai,positive
pesan datang tidak sesuai gambar,negative
seller tidak kompromi cuma mau ganti ukuranya tidak dibolehin padahal cuma malas sellernya tidak mau rumit beli banyak tidak bonus apaapa stiker satu biji tidak beda sama toko belah,negative
mesen navy di kirim dark grey,neutral
bahan ny bagus slim fit nya pas enak d pakai,positive
ukuranya pas,neutral
barang bagus harga banding bahan tidak panas pas bad,positive
ukuranya pas tinggi badan 160 170 cuma berat badan 71 80 kg,neutral
kualitas di tingkat finishing benang iya banyak tidak rapi alhasil sendiri harus ngerapiin benang keluar bahan adem suka,neutral
bahan nya panaaas,neutral
coba beli tas nya kirim cepat tidak 3 hari padahal kirim bandung bahan desain ukuranya pas cocok kerja sekolah suka sama tali retsletingnya kontras sama warna hitam tas moga awet terima kasih,positive
motif kepala tidak sesuai yang di foto kirim sesuai estimasi jadi worth it,neutral
kurang banyak benang nya tidak sih bngt layan jual kurang tanya berkali2 kirim kapan di respon via chat di setting,negative
ukuranya pas bahan bagus jahitanya rapih respon cukup cepat berat badan 71 80 kg,positive
bagus sukaa,positive
pesan maroon kasi nya malah abu abu,neutral
lumayan keren ini pas kepala,positive
bahan tipis kali nggaak rekom untuk yang tubuh gemuk,negative
good,neutral
bahan lembut sablon bagus,positive
ukuranya kurang sesuai,negative
kirim lama janji 2 hari nya 4 hari lambat response,negative
besar padahal ukuranya s,positive
warna tidak sesuai,negative
ukuranya pas tinggi badan 160 170 cuma berat badan 60 kg,neutral
produk bagus kirim cepat puas belanja harga jangkau kualitas oke rekomendasi,positive
ukuranya pas tinggi badan 160 170 cuma berat badan 60 70 kg mantap pokok nya,positive
kualitas bahan bagus ukuranya pas warna motif sesuai gambar seller sangat komunikatif mantap,positive
sesuai pesan kirim baik,positive
pas sesuai,positive
ukuranya pas,neutral
terima 8 hari tanggal mesan lambat 26 hari estimasi jemput kurir gagal ke3 sd hari ke5 tiap hari gagal tanya chat jual jawab barang kirim jawab tanpa kece lebih,negative
packaging bagus kirim super cepat barang sesuai top,positive
sangat bagus guna aktifitas hari hari,positive
kaos cakep,neutral
barang terima baik thanks,positive
packing rapih barang tipis gampang robek,negative
barang kirim beda yang foto,neutral
kurang kurang oversized agak ngatung lengan,neutral
official tidak jamin barang baik sorry barang tidak sesuai kira gambar,positive
tidak sesuai expectation bahan tipis,negative
